"Journal" "Ais" "Ford" "Quantile" "Quantile 2017"
"JOURNAL OF CONSUMER CULTURE" 0.879 "SOCIOLOGY" 0.24 0.291
"DU BOIS REVIEW-SOCIAL SCIENCE RESEARCH ON RACE" 0.879 "SOCIOLOGY" 0.242 0.254
"AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY" 0.878 "SOCIOLOGY" 0.244 0.224
"AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY" 0.87 "SOCIOLOGY" 0.245 0.237
"PARENTING-SCIENCE AND PRACTICE" 0.867 "SOCIOLOGY" 0.247 0.195
"ACTA SOCIOLOGICA" 0.862 "SOCIOLOGY" 0.249 0.193
"JOURNAL OF INTERPERSONAL VIOLENCE" 0.858 "SOCIOLOGY" 0.251 0.249
"RISK ANALYSIS" 0.858 "SOCIOLOGY" 0.253 0.151
"YOUTH & SOCIETY" 0.848 "SOCIOLOGY" 0.255 0.281
"JOURNAL OF EARLY ADOLESCENCE" 0.847 "SOCIOLOGY" 0.256 0.329
"SOCIOLOGY OF RELIGION" 0.847 "SOCIOLOGY" 0.258 0.319
"AMERICAN JOURNAL OF ORTHOPSYCHIATRY" 0.845 "SOCIOLOGY" 0.26 0.266
"BIODEMOGRAPHY AND SOCIAL BIOLOGY" 0.839 "SOCIOLOGY" 0.262 0.25
"RURAL SOCIOLOGY" 0.829 "SOCIOLOGY" 0.264 0.226
"JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY" 0.819 "SOCIOLOGY" 0.265 0.14
"SOCIOLOGICAL REVIEW" 0.818 "SOCIOLOGY" 0.267 0.178
"EVALUATION REVIEW" 0.818 "SOCIOLOGY" 0.269 NA
"CHINESE SOCIOLOGICAL REVIEW" 0.812 "SOCIOLOGY" 0.271 0.256
"SOCIETY AND MENTAL HEALTH" 0.811 "SOCIOLOGY" 0.273 0.268
"SCANDINAVIAN ACTUARIAL JOURNAL" 0.809 "SOCIOLOGY" 0.275 0.241
"ACCIDENT ANALYSIS AND PREVENTION" 0.807 "SOCIOLOGY" 0.276 NA
"COMPARATIVE STUDIES IN SOCIETY AND HISTORY" 0.802 "SOCIOLOGY" 0.278 0.306
"JOURNAL OF OCCUPATIONAL REHABILITATION" 0.801 "SOCIOLOGY" 0.28 0.321
"SOCIOLOGICAL QUARTERLY" 0.79 "SOCIOLOGY" 0.282 0.317
"QUALITATIVE HEALTH RESEARCH" 0.789 "SOCIOLOGY" 0.284 NA
"APPLIED PSYCHOLOGICAL MEASUREMENT" 0.789 "SOCIOLOGY" 0.285 0.231
"JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS" 0.787 "SOCIOLOGY" 0.287 0.298
"THEORY AND DECISION" 0.777 "SOCIOLOGY" 0.289 0.413
"BODY & SOCIETY" 0.757 "SOCIOLOGY" 0.291 0.147
"ADVANCES IN LIFE COURSE RESEARCH" 0.753 "SOCIOLOGY" 0.293 NA
"JOURNAL OF HEALTH POLITICS POLICY AND LAW" 0.749 "SOCIOLOGY" 0.295 0.201
"TRANSCULTURAL PSYCHIATRY" 0.749 "SOCIOLOGY" 0.296 0.331
"RADICAL PHILOSOPHY" 0.749 "SOCIOLOGY" 0.298 0.654
"ANTHROPOLOGICAL THEORY" 0.748 "SOCIOLOGY" 0.3 0.524
"DEMOGRAPHIC RESEARCH" 0.743 "SOCIOLOGY" 0.302 NA
"FAMILY PROCESS" 0.741 "SOCIOLOGY" 0.304 0.26
"SEXUALITY RESEARCH AND SOCIAL POLICY" 0.741 "SOCIOLOGY" 0.305 NA
"GENDER WORK AND ORGANIZATION" 0.733 "SOCIOLOGY" 0.307 0.348
"ASTIN BULLETIN" 0.733 "SOCIOLOGY" 0.309 0.325
"SOCIAL SCIENCE QUARTERLY" 0.725 "SOCIOLOGY" 0.311 0.367
"CULTURE HEALTH & SEXUALITY" 0.714 "SOCIOLOGY" 0.313 0.35
"QUALITATIVE INQUIRY" 0.712 "SOCIOLOGY" 0.315 NA
"JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION" 0.711 "SOCIOLOGY" 0.316 0.415
"ETHNIC AND RACIAL STUDIES" 0.71 "SOCIOLOGY" 0.318 0.373
"CULTURAL SOCIOLOGY" 0.708 "SOCIOLOGY" 0.32 0.432
"VIOLENCE AGAINST WOMEN" 0.706 "SOCIOLOGY" 0.322 0.3
"CITY & COMMUNITY" 0.697 "SOCIOLOGY" 0.324 0.239
"JOURNAL OF FAMILY ISSUES" 0.694 "SOCIOLOGY" 0.325 0.296
"JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY" 0.692 "SOCIOLOGY" 0.327 0.327
"POPULATION AND ENVIRONMENT" 0.691 "SOCIOLOGY" 0.329 NA
"TIME & SOCIETY" 0.687 "SOCIOLOGY" 0.331 NA
"DISCOURSE & SOCIETY" 0.682 "SOCIOLOGY" 0.333 0.409
"JOURNAL OF REFUGEE STUDIES" 0.678 "SOCIOLOGY" 0.335 0.354
"MINERVA" 0.677 "SOCIOLOGY" 0.336 NA
"JOURNAL OF MEDICAL ETHICS" 0.676 "SOCIOLOGY" 0.338 0.489
"FIELD METHODS" 0.675 "SOCIOLOGY" 0.34 0.252
"NONPROFIT AND VOLUNTARY SECTOR QUARTERLY" 0.673 "SOCIOLOGY" 0.342 0.273
"MEDIA CULTURE & SOCIETY" 0.672 "SOCIOLOGY" 0.344 0.396
"BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION" 0.671 "SOCIOLOGY" 0.345 0.411
"JOURNAL OF PRODUCTIVITY ANALYSIS" 0.671 "SOCIOLOGY" 0.347 0.258
"EUROPEAN JOURNAL OF SOCIAL THEORY" 0.67 "SOCIOLOGY" 0.349 0.449
"JOURNAL OF MATHEMATICAL ECONOMICS" 0.667 "SOCIOLOGY" 0.351 0.371
"MEDICAL ANTHROPOLOGY QUARTERLY" 0.659 "SOCIOLOGY" 0.353 0.275
"FEMINIST THEORY" 0.656 "SOCIOLOGY" 0.355 0.197
"ETHNOGRAPHY" 0.655 "SOCIOLOGY" 0.356 0.509
"INTERNATIONAL JOURNAL OF COMPARATIVE SOCIOLOGY" 0.652 "SOCIOLOGY" 0.358 0.474
"CORNELL HOSPITALITY QUARTERLY" 0.65 "SOCIOLOGY" 0.36 0.392
"ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES" 0.647 "SOCIOLOGY" 0.362 0.235
"FEMINIST ECONOMICS" 0.645 "SOCIOLOGY" 0.364 0.247
"SURVEY RESEARCH METHODS" 0.643 "SOCIOLOGY" 0.365 0.128
"SURVEY METHODOLOGY" 0.643 "SOCIOLOGY" 0.367 0.218
"HUMAN BIOLOGY" 0.642 "SOCIOLOGY" 0.369 0.379
"INTERNATIONAL JOURNAL OF GAME THEORY" 0.641 "SOCIOLOGY" 0.371 0.359
"AFRICA" 0.635 "SOCIOLOGY" 0.373 0.457
"ARCHIVES EUROPEENNES DE SOCIOLOGIE" 0.631 "SOCIOLOGY" 0.375 0.335
"POPULATION RESEARCH AND POLICY REVIEW" 0.631 "SOCIOLOGY" 0.376 NA
"SOCIAL MOVEMENT STUDIES" 0.629 "SOCIOLOGY" 0.378 0.277
"FEMINIST REVIEW" 0.627 "SOCIOLOGY" 0.38 0.623
"SOCIOLOGICAL INQUIRY" 0.627 "SOCIOLOGY" 0.382 0.491
"SOCIOLOGICAL FORUM" 0.625 "SOCIOLOGY" 0.384 0.293
"POLAR-POLITICAL AND LEGAL ANTHROPOLOGY REVIEW" 0.624 "SOCIOLOGY" 0.385 0.637
"AMERICAN JOURNAL OF EVALUATION" 0.623 "SOCIOLOGY" 0.387 NA
"EMOTION SPACE AND SOCIETY" 0.622 "SOCIOLOGY" 0.389 NA
"INTERNATIONAL JOURNAL OF SOCIAL RESEARCH METHODOLOGY" 0.618 "SOCIOLOGY" 0.391 NA
"INTERNATIONAL FEMINIST JOURNAL OF POLITICS" 0.618 "SOCIOLOGY" 0.393 0.595
"SOCIOLOGIA RURALIS" 0.617 "SOCIOLOGY" 0.395 0.436
"ADDICTION RESEARCH & THEORY" 0.614 "SOCIOLOGY" 0.396 0.455
"SOCIETY & NATURAL RESOURCES" 0.614 "SOCIOLOGY" 0.398 0.384
"SOCIAL INDICATORS RESEARCH" 0.614 "SOCIOLOGY" 0.4 0.426
"SOCIAL CHOICE AND WELFARE" 0.61 "SOCIOLOGY" 0.402 0.38
"JOURNAL OF SEX & MARITAL THERAPY" 0.605 "SOCIOLOGY" 0.404 0.283
"ASIAN AMERICAN JOURNAL OF PSYCHOLOGY" 0.605 "SOCIOLOGY" 0.405 0.482
"CRITICAL SOCIOLOGY" 0.601 "SOCIOLOGY" 0.407 0.579
"JOURNAL OF CHILD AND FAMILY STUDIES" 0.6 "SOCIOLOGY" 0.409 0.421
"JOURNAL OF CONTEMPORARY ETHNOGRAPHY" 0.597 "SOCIOLOGY" 0.411 0.407
"INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS" 0.596 "SOCIOLOGY" 0.413 0.467
"INSURANCE MATHEMATICS & ECONOMICS" 0.595 "SOCIOLOGY" 0.415 0.289
"JOURNAL OF EAST ASIAN STUDIES" 0.595 "SOCIOLOGY" 0.416 NA
"CRITIQUE OF ANTHROPOLOGY" 0.593 "SOCIOLOGY" 0.418 0.468
"JOURNAL OF MATHEMATICAL SOCIOLOGY" 0.587 "SOCIOLOGY" 0.42 0.744
"FAMILY RELATIONS" 0.584 "SOCIOLOGY" 0.422 0.294
"JOURNAL OF LINGUISTIC ANTHROPOLOGY" 0.584 "SOCIOLOGY" 0.424 0.423
"ANNALS OF HUMAN BIOLOGY" 0.583 "SOCIOLOGY" 0.425 0.446
"CULTURAL STUDIES" 0.581 "SOCIOLOGY" 0.427 0.61
"ANTHROPOLOGICAL QUARTERLY" 0.58 "SOCIOLOGY" 0.429 0.377
"BIOETHICS" 0.579 "SOCIOLOGY" 0.431 0.442
"SOCIOLOGICAL PERSPECTIVES" 0.578 "SOCIOLOGY" 0.433 0.44
"ANTIQUITY" 0.577 "SOCIOLOGY" 0.435 0.438
"NATIONS AND NATIONALISM" 0.574 "SOCIOLOGY" 0.436 0.499
"HEALTH & SOCIAL CARE IN THE COMMUNITY" 0.573 "SOCIOLOGY" 0.438 0.365
"RATIONALITY AND SOCIETY" 0.572 "SOCIOLOGY" 0.44 0.526
"AMERICAN ANTIQUITY" 0.567 "SOCIOLOGY" 0.442 0.361
"JOURNAL OF SPORT & SOCIAL ISSUES" 0.567 "SOCIOLOGY" 0.444 0.549
"JOURNAL OF YOUTH STUDIES" 0.565 "SOCIOLOGY" 0.445 NA
"JOURNAL OF FAMILY NURSING" 0.564 "SOCIOLOGY" 0.447 0.532
"FAMILIES SYSTEMS & HEALTH" 0.564 "SOCIOLOGY" 0.449 0.461
"IDENTITIES-GLOBAL STUDIES IN CULTURE AND POWER" 0.564 "SOCIOLOGY" 0.451 0.501
"SEXUALITIES" 0.562 "SOCIOLOGY" 0.453 0.507
"QUANTITATIVE FINANCE" 0.562 "SOCIOLOGY" 0.455 0.476
"SOCIAL WORK" 0.561 "SOCIOLOGY" 0.456 0.405
"ETHNOS" 0.557 "SOCIOLOGY" 0.458 0.539
"PATTERNS OF PREJUDICE" 0.556 "SOCIOLOGY" 0.46 0.308
"JOURNAL OF FAMILY PLANNING AND REPRODUCTIVE HEALTH CARE" 0.555 "SOCIOLOGY" 0.462 0.352
"JOURNAL OF HOMOSEXUALITY" 0.554 "SOCIOLOGY" 0.464 NA
"ETHNICITIES" 0.553 "SOCIOLOGY" 0.465 0.287
"CULTURE MEDICINE AND PSYCHIATRY" 0.552 "SOCIOLOGY" 0.467 0.52
"INTERNATIONAL SOCIOLOGY" 0.549 "SOCIOLOGY" 0.469 0.402
"GLOBALIZATIONS" 0.548 "SOCIOLOGY" 0.471 NA
"HUMAN ECOLOGY" 0.544 "SOCIOLOGY" 0.473 0.369
"EUROPEAN SOCIETIES" 0.541 "SOCIOLOGY" 0.475 0.388
"EVIDENCE & POLICY" 0.54 "SOCIOLOGY" 0.476 NA
"AMERICAN JOURNAL OF HUMAN BIOLOGY" 0.538 "SOCIOLOGY" 0.478 0.403
"CHILDHOOD-A GLOBAL JOURNAL OF CHILD RESEARCH" 0.53 "SOCIOLOGY" 0.48 NA
"AFRICAN ARCHAEOLOGICAL REVIEW" 0.526 "SOCIOLOGY" 0.482 NA
"DAEDALUS" 0.52 "SOCIOLOGY" 0.484 NA
"DISASTERS" 0.517 "SOCIOLOGY" 0.485 NA
"MEDICAL ANTHROPOLOGY" 0.512 "SOCIOLOGY" 0.487 0.386
"EVALUATION" 0.511 "SOCIOLOGY" 0.489 NA
"INTERNATIONAL MIGRATION" 0.508 "SOCIOLOGY" 0.491 NA
"SOCIAL POLICY & ADMINISTRATION" 0.507 "SOCIOLOGY" 0.493 0.511
"WOMEN & HEALTH" 0.506 "SOCIOLOGY" 0.495 0.375
"HEALTH & SOCIAL WORK" 0.506 "SOCIOLOGY" 0.496 0.465
"JOURNAL OF SOCIOLOGY" 0.505 "SOCIOLOGY" 0.498 0.417
"HUMAN RIGHTS QUARTERLY" 0.504 "SOCIOLOGY" 0.5 0.518
"JASSS-THE JOURNAL OF ARTIFICIAL SOCIETIES AND SOCIAL SIMULATION" 0.503 "SOCIOLOGY" 0.502 NA
"ETHOS" 0.503 "SOCIOLOGY" 0.504 0.543
"JOURNAL OF WOMEN POLITICS & POLICY" 0.503 "SOCIOLOGY" 0.505 0.658
"LEISURE SCIENCES" 0.497 "SOCIOLOGY" 0.507 0.6
"CRIME MEDIA CULTURE" 0.495 "SOCIOLOGY" 0.509 0.516
"POPULATION" 0.495 "SOCIOLOGY" 0.511 NA
"INTERNATIONAL REVIEW FOR THE SOCIOLOGY OF SPORT" 0.492 "SOCIOLOGY" 0.513 0.585
"INTERNATIONAL JOURNAL OF SOCIAL WELFARE" 0.491 "SOCIOLOGY" 0.515 0.495
"JOURNAL OF OFFICIAL STATISTICS" 0.49 "SOCIOLOGY" 0.516 0.214
"GENDER PLACE AND CULTURE" 0.488 "SOCIOLOGY" 0.518 0.533
"RACE ETHNICITY AND EDUCATION" 0.487 "SOCIOLOGY" 0.52 0.434
"EMPIRICAL ECONOMICS" 0.483 "SOCIOLOGY" 0.522 0.558
"CHILDREN AND YOUTH SERVICES REVIEW" 0.482 "SOCIOLOGY" 0.524 0.514
"SOCIAL EPISTEMOLOGY" 0.48 "SOCIOLOGY" 0.525 NA
"SYMBOLIC INTERACTION" 0.48 "SOCIOLOGY" 0.527 0.553
"INTERNATIONAL JOURNAL OF QUALITATIVE METHODS" 0.474 "SOCIOLOGY" 0.529 NA
"SOCIAL JUSTICE RESEARCH" 0.474 "SOCIOLOGY" 0.531 0.398
"ISSUES IN SCIENCE AND TECHNOLOGY" 0.471 "SOCIOLOGY" 0.533 0.574
"CHILD ABUSE REVIEW" 0.466 "SOCIOLOGY" 0.535 0.419
"ARMED FORCES & SOCIETY" 0.465 "SOCIOLOGY" 0.536 0.694
"WOMENS STUDIES INTERNATIONAL FORUM" 0.462 "SOCIOLOGY" 0.538 0.545
"JOURNAL OF FAMILY VIOLENCE" 0.46 "SOCIOLOGY" 0.54 0.522
"STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS" 0.46 "SOCIOLOGY" 0.542 0.686
"CHILDREN & SOCIETY" 0.457 "SOCIOLOGY" 0.544 0.642
"RESEARCH ON SOCIAL WORK PRACTICE" 0.454 "SOCIOLOGY" 0.545 0.43
"CROSS-CULTURAL RESEARCH" 0.45 "SOCIOLOGY" 0.547 NA
"GLQ-A JOURNAL OF LESBIAN AND GAY STUDIES" 0.443 "SOCIOLOGY" 0.549 NA
"FEMINISM & PSYCHOLOGY" 0.439 "SOCIOLOGY" 0.551 0.453
"SOCIOLOGICAL RESEARCH ONLINE" 0.439 "SOCIOLOGY" 0.553 0.65
"BRITISH JOURNAL OF SOCIAL WORK" 0.438 "SOCIOLOGY" 0.555 0.556
"DEVIANT BEHAVIOR" 0.436 "SOCIOLOGY" 0.556 0.53
"JOURNAL OF LEISURE RESEARCH" 0.436 "SOCIOLOGY" 0.558 0.667
"REVIEW OF RELIGIOUS RESEARCH" 0.436 "SOCIOLOGY" 0.56 0.656
"JOURNAL OF BIOETHICAL INQUIRY" 0.435 "SOCIOLOGY" 0.562 0.709
"EUROPEAN JOURNAL OF WOMENS STUDIES" 0.435 "SOCIOLOGY" 0.564 0.394
"JOURNAL OF ANTHROPOLOGICAL RESEARCH" 0.434 "SOCIOLOGY" 0.565 0.69
"AUSTRALIAN ARCHAEOLOGY" 0.422 "SOCIOLOGY" 0.567 0.463
"GROUP DECISION AND NEGOTIATION" 0.42 "SOCIOLOGY" 0.569 NA
"HEALTH SOCIOLOGY REVIEW" 0.417 "SOCIOLOGY" 0.571 0.583
"JOURNAL OF BIOSOCIAL SCIENCE" 0.417 "SOCIOLOGY" 0.573 NA
"JOURNAL OF MATERIAL CULTURE" 0.417 "SOCIOLOGY" 0.575 0.597
"JOURNAL OF ETHNOBIOLOGY" 0.415 "SOCIOLOGY" 0.576 0.742
"MATHEMATICAL SOCIAL SCIENCES" 0.414 "SOCIOLOGY" 0.578 0.47
"SOCIAL & LEGAL STUDIES" 0.412 "SOCIOLOGY" 0.58 NA
"DISABILITY & SOCIETY" 0.409 "SOCIOLOGY" 0.582 NA
"FAMILY & COMMUNITY HEALTH" 0.409 "SOCIOLOGY" 0.584 0.572
"JOURNAL OF COMMUNITY PSYCHOLOGY" 0.408 "SOCIOLOGY" 0.585 0.612
"ASIAN AND PACIFIC MIGRATION JOURNAL" 0.408 "SOCIOLOGY" 0.587 NA
"ANTHROZOOS" 0.404 "SOCIOLOGY" 0.589 0.537
"AUSTRALIAN JOURNAL OF ANTHROPOLOGY" 0.403 "SOCIOLOGY" 0.591 0.616
"INTERNATIONAL JOURNAL OF SEXUAL HEALTH" 0.402 "SOCIOLOGY" 0.593 NA
"NEW GENETICS AND SOCIETY" 0.4 "SOCIOLOGY" 0.595 0.488
"CONTINUITY AND CHANGE" 0.399 "SOCIOLOGY" 0.596 NA
"FEMINIST STUDIES" 0.399 "SOCIOLOGY" 0.598 0.564
"APPLIED RESEARCH IN QUALITY OF LIFE" 0.398 "SOCIOLOGY" 0.6 NA
"JOURNAL OF SOCIAL ARCHAEOLOGY" 0.398 "SOCIOLOGY" 0.602 0.472
"JOURNAL OF RISK RESEARCH" 0.395 "SOCIOLOGY" 0.604 NA
"TRABAJOS DE PREHISTORIA" 0.386 "SOCIOLOGY" 0.605 0.92
"EVALUATION AND PROGRAM PLANNING" 0.384 "SOCIOLOGY" 0.607 NA
"CHILD INDICATORS RESEARCH" 0.383 "SOCIOLOGY" 0.609 NA
"JOURNAL OF CHILD SEXUAL ABUSE" 0.381 "SOCIOLOGY" 0.611 0.635
"ARCHAEOLOGY IN OCEANIA" 0.379 "SOCIOLOGY" 0.613 0.535
"DEATH STUDIES" 0.377 "SOCIOLOGY" 0.615 0.576
"SOCIAL SCIENCE JOURNAL" 0.375 "SOCIOLOGY" 0.616 NA
"KENNEDY INSTITUTE OF ETHICS JOURNAL" 0.375 "SOCIOLOGY" 0.618 0.629
"EUROPEAN JOURNAL OF MIGRATION AND LAW" 0.374 "SOCIOLOGY" 0.62 NA
"LAW PROBABILITY & RISK" 0.369 "SOCIOLOGY" 0.622 0.989
"HISTORY OF THE FAMILY" 0.366 "SOCIOLOGY" 0.624 0.799
"JOURNAL OF GENDER STUDIES" 0.361 "SOCIOLOGY" 0.625 0.625
"JOURNAL OF MARITAL AND FAMILY THERAPY" 0.358 "SOCIOLOGY" 0.627 0.444
"NEW PERSPECTIVES ON TURKEY" 0.356 "SOCIOLOGY" 0.629 NA
"SOCIAL WORK RESEARCH" 0.355 "SOCIOLOGY" 0.631 0.591
"YOUNG" 0.353 "SOCIOLOGY" 0.633 0.765
"CONTEMPORARY SOCIOLOGY-A JOURNAL OF REVIEWS" 0.347 "SOCIOLOGY" 0.635 0.736
"CHILD & FAMILY SOCIAL WORK" 0.344 "SOCIOLOGY" 0.636 0.447
"VOLUNTAS" 0.342 "SOCIOLOGY" 0.638 0.602
"HUMAN ORGANIZATION" 0.342 "SOCIOLOGY" 0.64 0.683
"JOURNAL OF LAW AND SOCIETY" 0.34 "SOCIOLOGY" 0.642 0.727
"SOCIOLOGY OF SPORT JOURNAL" 0.339 "SOCIOLOGY" 0.644 0.644
"HEALTH CARE FOR WOMEN INTERNATIONAL" 0.338 "SOCIOLOGY" 0.645 0.639
"BULLETIN OF THE ATOMIC SCIENTISTS" 0.334 "SOCIOLOGY" 0.647 0.604
"CRIME LAW AND SOCIAL CHANGE" 0.334 "SOCIOLOGY" 0.649 NA
"HYPATIA-A JOURNAL OF FEMINIST PHILOSOPHY" 0.333 "SOCIOLOGY" 0.651 0.721
"ADAPTIVE BEHAVIOR" 0.329 "SOCIOLOGY" 0.653 NA
"ANTHROPOLOGY & MEDICINE" 0.329 "SOCIOLOGY" 0.655 0.503
"REVUE FRANCAISE DE SOCIOLOGIE" 0.329 "SOCIOLOGY" 0.656 0.641
"JOURNAL OF FAMILY STUDIES" 0.326 "SOCIOLOGY" 0.658 0.48
"SOCIAL WORK IN HEALTH CARE" 0.326 "SOCIOLOGY" 0.66 0.62
"QUALITATIVE SOCIAL WORK" 0.325 "SOCIOLOGY" 0.662 0.663
"INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY" 0.32 "SOCIOLOGY" 0.664 0.614
"IMA JOURNAL OF MANAGEMENT MATHEMATICS" 0.32 "SOCIOLOGY" 0.665 0.551
"NONLINEAR DYNAMICS PSYCHOLOGY AND LIFE SCIENCES" 0.318 "SOCIOLOGY" 0.667 0.593
"RACE & CLASS" 0.317 "SOCIOLOGY" 0.669 0.618
"AUSTRALIAN SOCIAL WORK" 0.313 "SOCIOLOGY" 0.671 0.685
"JOURNAL OF WOMENS HISTORY" 0.309 "SOCIOLOGY" 0.673 0.83
"JOURNAL OF SOCIAL WORK" 0.308 "SOCIOLOGY" 0.675 0.675
"LATIN AMERICAN ANTIQUITY" 0.308 "SOCIOLOGY" 0.676 NA
"AUSTRALIAN JOURNAL OF SOCIAL ISSUES" 0.308 "SOCIOLOGY" 0.678 0.662
"SOCIOLOGIE DU TRAVAIL" 0.307 "SOCIOLOGY" 0.68 0.753
"DIFFERENCES-A JOURNAL OF FEMINIST CULTURAL STUDIES" 0.307 "SOCIOLOGY" 0.682 0.451
"INTERNATIONAL JOURNAL OF DESIGN" 0.305 "SOCIOLOGY" 0.684 NA
"SCANDINAVIAN JOURNAL OF HOSPITALITY AND TOURISM" 0.303 "SOCIOLOGY" 0.685 0.816
"JOURNAL OF AGGRESSION MALTREATMENT & TRAUMA" 0.302 "SOCIOLOGY" 0.687 0.977
"SOCIOLOGICAL SPECTRUM" 0.301 "SOCIOLOGY" 0.689 0.711
"ASIAN POPULATION STUDIES" 0.3 "SOCIOLOGY" 0.691 NA
"SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE" 0.297 "SOCIOLOGY" 0.693 NA
"ZEITSCHRIFT FUR SOZIOLOGIE" 0.296 "SOCIOLOGY" 0.695 0.679
"ASIA PACIFIC JOURNAL OF ANTHROPOLOGY" 0.294 "SOCIOLOGY" 0.696 0.715
"INNOVATION-THE EUROPEAN JOURNAL OF SOCIAL SCIENCE RESEARCH" 0.293 "SOCIOLOGY" 0.698 0.73
"FOOD CULTURE & SOCIETY" 0.293 "SOCIOLOGY" 0.7 0.832
"SOULS" 0.293 "SOCIOLOGY" 0.702 0.901
"ANTHROPOLOGY SOUTHERN AFRICA" 0.291 "SOCIOLOGY" 0.704 0.822
"JOURNAL OF FAMILY THERAPY" 0.288 "SOCIOLOGY" 0.705 0.665
"DISSENT" 0.286 "SOCIOLOGY" 0.707 0.761
"SOCIAL WORK IN PUBLIC HEALTH" 0.284 "SOCIOLOGY" 0.709 0.725
"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK" 0.283 "SOCIOLOGY" 0.711 0.738
"JOURNAL OF SOCIAL SERVICE RESEARCH" 0.282 "SOCIOLOGY" 0.713 0.759
"JOURNAL OF THE HISTORY OF SEXUALITY" 0.282 "SOCIOLOGY" 0.715 0.87
"THEORETICAL MEDICINE AND BIOETHICS" 0.281 "SOCIOLOGY" 0.716 0.677
"CLINICAL SOCIAL WORK JOURNAL" 0.28 "SOCIOLOGY" 0.718 0.755
"AUSTRALIAN FEMINIST STUDIES" 0.278 "SOCIOLOGY" 0.72 0.648
"FAMILIES RELATIONSHIPS AND SOCIETIES" 0.277 "SOCIOLOGY" 0.722 0.702
"CANADIAN REVIEW OF SOCIOLOGY-REVUE CANADIENNE DE SOCIOLOGIE" 0.276 "SOCIOLOGY" 0.724 0.606
"KOLNER ZEITSCHRIFT FUR SOZIOLOGIE UND SOZIALPSYCHOLOGIE" 0.274 "SOCIOLOGY" 0.725 0.732
"SOCIAL PHILOSOPHY & POLICY" 0.273 "SOCIOLOGY" 0.727 NA
"SYSTEM DYNAMICS REVIEW" 0.272 "SOCIOLOGY" 0.729 0.478
"ANTHROPOLOGY & EDUCATION QUARTERLY" 0.272 "SOCIOLOGY" 0.731 0.554
"FEMINIST LEGAL STUDIES" 0.271 "SOCIOLOGY" 0.733 0.688
"HOMO-JOURNAL OF COMPARATIVE HUMAN BIOLOGY" 0.27 "SOCIOLOGY" 0.735 0.795
"ANTHROPOLOGICAL FORUM" 0.268 "SOCIOLOGY" 0.736 0.505
"CANADIAN JOURNAL OF SOCIOLOGY-CAHIERS CANADIENS DE SOCIOLOGIE" 0.26 "SOCIOLOGY" 0.738 0.826
"HUMAN STUDIES" 0.26 "SOCIOLOGY" 0.74 0.774
"JOURNAL OF HISTORICAL SOCIOLOGY" 0.257 "SOCIOLOGY" 0.742 0.692
"SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES" 0.257 "SOCIOLOGY" 0.744 NA
"CHILD & FAMILY BEHAVIOR THERAPY" 0.25 "SOCIOLOGY" 0.745 0.797
"CONTRIBUTIONS TO INDIAN SOCIOLOGY" 0.247 "SOCIOLOGY" 0.747 0.79
"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES" 0.244 "SOCIOLOGY" 0.749 0.853
"HUMAN ECOLOGY REVIEW" 0.239 "SOCIOLOGY" 0.751 0.671
"ECONOMIC AND SOCIAL REVIEW" 0.238 "SOCIOLOGY" 0.753 0.704
"JOURNAL OF BLACK STUDIES" 0.237 "SOCIOLOGY" 0.755 0.805
"AMERICAN JOURNAL OF FAMILY THERAPY" 0.234 "SOCIOLOGY" 0.756 0.767
"JOURNAL OF SOCIAL WORK PRACTICE" 0.233 "SOCIOLOGY" 0.758 0.86
"SOCIETY & ANIMALS" 0.233 "SOCIOLOGY" 0.76 0.698
"INTERNATIONAL JOURNAL OF HERITAGE STUDIES" 0.229 "SOCIOLOGY" 0.762 NA
"JOURNAL OF WOMEN & AGING" 0.225 "SOCIOLOGY" 0.764 0.728
"FRONTIERS-A JOURNAL OF WOMEN STUDIES" 0.223 "SOCIOLOGY" 0.765 0.887
"EUROPEAN JOURNAL OF SOCIAL WORK" 0.216 "SOCIOLOGY" 0.767 0.778
"OCEANIA" 0.216 "SOCIOLOGY" 0.769 0.851
"SOCIAL SCIENCE JAPAN JOURNAL" 0.211 "SOCIOLOGY" 0.771 NA
"JOURNAL OF SOCIAL PHILOSOPHY" 0.21 "SOCIOLOGY" 0.773 0.809
"INTERNATIONAL JOURNAL OF LAW POLICY AND THE FAMILY" 0.204 "SOCIOLOGY" 0.775 0.837
"HUMAN SERVICE ORGANIZATIONS MANAGEMENT LEADERSHIP & GOVERNANCE" 0.203 "SOCIOLOGY" 0.776 0.88
