"Journal" "Ais" "Ford" "Quantile"
"ENVIRONMENT AND PLANNING B-URBAN ANALYTICS AND CITY SCIENCE" 0.507 "SOC AND ECON GEOGR" 0.496
"HOUSING POLICY DEBATE" 0.505 "SOC AND ECON GEOGR" 0.499
"TRAFFIC INJURY PREVENTION" 0.496 "SOC AND ECON GEOGR" 0.501
"ENVIRONMENTAL POLICY AND GOVERNANCE" 0.494 "SOC AND ECON GEOGR" 0.504
"MARITIME ECONOMICS & LOGISTICS" 0.493 "SOC AND ECON GEOGR" 0.507
"EURASIAN GEOGRAPHY AND ECONOMICS" 0.488 "SOC AND ECON GEOGR" 0.51
"GEOGRAPHICAL RESEARCH" 0.483 "SOC AND ECON GEOGR" 0.513
"JOURNAL OF TRANSPORT ECONOMICS AND POLICY" 0.475 "SOC AND ECON GEOGR" 0.516
"NATURAL RESOURCES FORUM" 0.47 "SOC AND ECON GEOGR" 0.519
"SOCIAL POLICY & ADMINISTRATION" 0.468 "SOC AND ECON GEOGR" 0.522
"EUROPEAN PLANNING STUDIES" 0.45 "SOC AND ECON GEOGR" 0.525
"PROGRESS IN DEVELOPMENT STUDIES" 0.448 "SOC AND ECON GEOGR" 0.528
"FUTURES" 0.447 "SOC AND ECON GEOGR" 0.531
"ENVIRONMENTAL EDUCATION RESEARCH" 0.446 "SOC AND ECON GEOGR" 0.534
"INTERNATIONAL DEVELOPMENT PLANNING REVIEW" 0.446 "SOC AND ECON GEOGR" 0.537
"ENVIRONMENTAL HAZARDS-HUMAN AND POLICY DIMENSIONS" 0.443 "SOC AND ECON GEOGR" 0.54
"GENDER PLACE AND CULTURE" 0.442 "SOC AND ECON GEOGR" 0.543
"MARINE RESOURCE ECONOMICS" 0.44 "SOC AND ECON GEOGR" 0.546
"JOURNAL OF REAL ESTATE FINANCE AND ECONOMICS" 0.439 "SOC AND ECON GEOGR" 0.549
"BULLETIN OF INDONESIAN ECONOMIC STUDIES" 0.437 "SOC AND ECON GEOGR" 0.552
"UTILITIES POLICY" 0.435 "SOC AND ECON GEOGR" 0.555
"ENVIRONMENTAL COMMUNICATION-A JOURNAL OF NATURE AND CULTURE" 0.43 "SOC AND ECON GEOGR" 0.558
"COASTAL MANAGEMENT" 0.424 "SOC AND ECON GEOGR" 0.561
"AUSTRALIAN GEOGRAPHER" 0.419 "SOC AND ECON GEOGR" 0.564
"EUROPEAN JOURNAL OF DEVELOPMENT RESEARCH" 0.415 "SOC AND ECON GEOGR" 0.567
"JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT" 0.414 "SOC AND ECON GEOGR" 0.57
"ENVIRONMENTAL VALUES" 0.408 "SOC AND ECON GEOGR" 0.573
"JOURNAL OF HOUSING AND THE BUILT ENVIRONMENT" 0.408 "SOC AND ECON GEOGR" 0.576
"MEDITERRANEAN POLITICS" 0.406 "SOC AND ECON GEOGR" 0.579
"EAST EUROPEAN POLITICS AND SOCIETIES" 0.404 "SOC AND ECON GEOGR" 0.582
"JOURNAL OF TRANSPORTATION ENGINEERING" 0.404 "SOC AND ECON GEOGR" 0.585
"PUBLIC ADMINISTRATION AND DEVELOPMENT" 0.394 "SOC AND ECON GEOGR" 0.588
"EUROPE-ASIA STUDIES" 0.393 "SOC AND ECON GEOGR" 0.591
"GEOGRAFISKA ANNALER SERIES B-HUMAN GEOGRAPHY" 0.393 "SOC AND ECON GEOGR" 0.594
"APPLIED SPATIAL ANALYSIS AND POLICY" 0.388 "SOC AND ECON GEOGR" 0.597
"CANADIAN GEOGRAPHER-GEOGRAPHE CANADIEN" 0.387 "SOC AND ECON GEOGR" 0.6
"REVIEW OF AFRICAN POLITICAL ECONOMY" 0.386 "SOC AND ECON GEOGR" 0.603
"GROWTH AND CHANGE" 0.381 "SOC AND ECON GEOGR" 0.606
"CHINA REVIEW-AN INTERDISCIPLINARY JOURNAL ON GREATER CHINA" 0.38 "SOC AND ECON GEOGR" 0.609
"ENERGY EFFICIENCY" 0.379 "SOC AND ECON GEOGR" 0.612
"LOCAL GOVERNMENT STUDIES" 0.379 "SOC AND ECON GEOGR" 0.615
"URBAN POLICY AND RESEARCH" 0.378 "SOC AND ECON GEOGR" 0.618
"ENVIRONMENTAL HISTORY" 0.372 "SOC AND ECON GEOGR" 0.621
"TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE" 0.371 "SOC AND ECON GEOGR" 0.624
"JOURNAL OF ENVIRONMENTAL LAW" 0.367 "SOC AND ECON GEOGR" 0.627
"JOURNAL OF SOUTHERN AFRICAN STUDIES" 0.365 "SOC AND ECON GEOGR" 0.63
"ASIAN STUDIES REVIEW" 0.363 "SOC AND ECON GEOGR" 0.633
"JOURNAL OF ASIAN STUDIES" 0.363 "SOC AND ECON GEOGR" 0.636
"ERDKUNDE" 0.362 "SOC AND ECON GEOGR" 0.639
"CANADIAN JOURNAL OF DEVELOPMENT STUDIES-REVUE CANADIENNE D ETUDES DU DEVELOPPEMENT" 0.361 "SOC AND ECON GEOGR" 0.642
"JOURNAL OF AIR TRANSPORT MANAGEMENT" 0.361 "SOC AND ECON GEOGR" 0.645
"JOURNAL OF HUMAN DEVELOPMENT AND CAPABILITIES" 0.359 "SOC AND ECON GEOGR" 0.648
"AFRICA SPECTRUM" 0.357 "SOC AND ECON GEOGR" 0.651
"PACIFIC REVIEW" 0.353 "SOC AND ECON GEOGR" 0.654
"ANNALS OF REGIONAL SCIENCE" 0.345 "SOC AND ECON GEOGR" 0.657
"JOURNAL OF MAPS" 0.343 "SOC AND ECON GEOGR" 0.66
"TURKISH STUDIES" 0.342 "SOC AND ECON GEOGR" 0.663
"JOURNAL OF INTERNATIONAL DEVELOPMENT" 0.332 "SOC AND ECON GEOGR" 0.666
"EUROPEAN JOURNAL OF TRANSPORT AND INFRASTRUCTURE RESEARCH" 0.331 "SOC AND ECON GEOGR" 0.669
"ECONOMIC DEVELOPMENT QUARTERLY" 0.326 "SOC AND ECON GEOGR" 0.672
"SLAVIC REVIEW" 0.325 "SOC AND ECON GEOGR" 0.675
"SUSTAINABILITY" 0.323 "SOC AND ECON GEOGR" 0.678
"LONDON JOURNAL" 0.322 "SOC AND ECON GEOGR" 0.681
"GEOGRAFISK TIDSSKRIFT-DANISH JOURNAL OF GEOGRAPHY" 0.319 "SOC AND ECON GEOGR" 0.684
"HUMAN ECOLOGY REVIEW" 0.317 "SOC AND ECON GEOGR" 0.687
"JOURNAL OF PUBLIC TRANSPORTATION" 0.316 "SOC AND ECON GEOGR" 0.69
"TRANSPORTATION LETTERS-THE INTERNATIONAL JOURNAL OF TRANSPORTATION RESEARCH" 0.311 "SOC AND ECON GEOGR" 0.693
"JOURNAL OF URBAN PLANNING AND DEVELOPMENT" 0.309 "SOC AND ECON GEOGR" 0.696
"SPACE AND CULTURE" 0.309 "SOC AND ECON GEOGR" 0.699
"GAIA-ECOLOGICAL PERSPECTIVES FOR SCIENCE AND SOCIETY" 0.308 "SOC AND ECON GEOGR" 0.701
"LATIN AMERICAN PERSPECTIVES" 0.305 "SOC AND ECON GEOGR" 0.704
"JOURNAL OF HISTORICAL GEOGRAPHY" 0.294 "SOC AND ECON GEOGR" 0.707
"ERDE" 0.293 "SOC AND ECON GEOGR" 0.71
"GEOGRAPHY" 0.29 "SOC AND ECON GEOGR" 0.713
"MIDDLE EAST JOURNAL" 0.29 "SOC AND ECON GEOGR" 0.716
"NEW ZEALAND GEOGRAPHER" 0.285 "SOC AND ECON GEOGR" 0.719
"EDUCATION AND URBAN SOCIETY" 0.282 "SOC AND ECON GEOGR" 0.722
"MODERN ASIAN STUDIES" 0.282 "SOC AND ECON GEOGR" 0.725
"CONTEMPORARY SOUTHEAST ASIA" 0.272 "SOC AND ECON GEOGR" 0.728
"COMMUNITY DEVELOPMENT JOURNAL" 0.269 "SOC AND ECON GEOGR" 0.731
"LANDSCAPE RESEARCH" 0.266 "SOC AND ECON GEOGR" 0.734
"JOURNAL OF ECONOMIC POLICY REFORM" 0.265 "SOC AND ECON GEOGR" 0.737
"AUSTRALASIAN JOURNAL OF ENVIRONMENTAL MANAGEMENT" 0.263 "SOC AND ECON GEOGR" 0.74
"JOURNAL OF JAPANESE STUDIES" 0.26 "SOC AND ECON GEOGR" 0.743
"MIDDLE EAST POLICY" 0.258 "SOC AND ECON GEOGR" 0.746
"GEOGRAPHICAL REVIEW" 0.25 "SOC AND ECON GEOGR" 0.749
"ASIAN SURVEY" 0.246 "SOC AND ECON GEOGR" 0.752
"LATIN AMERICAN RESEARCH REVIEW" 0.246 "SOC AND ECON GEOGR" 0.755
"DEVELOPMENT SOUTHERN AFRICA" 0.245 "SOC AND ECON GEOGR" 0.758
"TRANSNATIONAL ENVIRONMENTAL LAW" 0.245 "SOC AND ECON GEOGR" 0.761
"AFRICAN STUDIES" 0.243 "SOC AND ECON GEOGR" 0.764
"DISASTER PREVENTION AND MANAGEMENT" 0.238 "SOC AND ECON GEOGR" 0.767
"JOURNAL OF SOUTHEAST ASIAN STUDIES" 0.238 "SOC AND ECON GEOGR" 0.77
"BRITISH JOURNAL OF MIDDLE EASTERN STUDIES" 0.233 "SOC AND ECON GEOGR" 0.773
"REVIEW OF DEVELOPMENT ECONOMICS" 0.23 "SOC AND ECON GEOGR" 0.776
"NORSK GEOGRAFISK TIDSSKRIFT-NORWEGIAN JOURNAL OF GEOGRAPHY" 0.229 "SOC AND ECON GEOGR" 0.779
"TRANSPORTATION JOURNAL" 0.229 "SOC AND ECON GEOGR" 0.782
"ZEITSCHRIFT FUR WIRTSCHAFTSGEOGRAPHIE" 0.228 "SOC AND ECON GEOGR" 0.785
"JOURNAL OF GEOGRAPHY IN HIGHER EDUCATION" 0.226 "SOC AND ECON GEOGR" 0.788
"ENVIRONMENT AND HISTORY" 0.222 "SOC AND ECON GEOGR" 0.791
"CARTOGRAPHIC JOURNAL" 0.22 "SOC AND ECON GEOGR" 0.794
"MIDDLE EASTERN STUDIES" 0.22 "SOC AND ECON GEOGR" 0.797
"BULLETIN OF LATIN AMERICAN RESEARCH" 0.218 "SOC AND ECON GEOGR" 0.8
"MORAVIAN GEOGRAPHICAL REPORTS" 0.218 "SOC AND ECON GEOGR" 0.803
"ECOLOGY LAW QUARTERLY" 0.212 "SOC AND ECON GEOGR" 0.806
"SCOTTISH GEOGRAPHICAL JOURNAL" 0.208 "SOC AND ECON GEOGR" 0.809
"JOURNAL OF GEOGRAPHY" 0.201 "SOC AND ECON GEOGR" 0.812
"NWIG-NEW WEST INDIAN GUIDE-NIEUWE WEST-INDISCHE GIDS" 0.193 "SOC AND ECON GEOGR" 0.815
"DEVELOPING ECONOMIES" 0.189 "SOC AND ECON GEOGR" 0.818
"JOURNAL OF BALKAN AND NEAR EASTERN STUDIES" 0.188 "SOC AND ECON GEOGR" 0.821
"AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT" 0.187 "SOC AND ECON GEOGR" 0.824
"SOUTHEAST EUROPEAN AND BLACK SEA STUDIES" 0.184 "SOC AND ECON GEOGR" 0.827
"NATURAL RESOURCES JOURNAL" 0.183 "SOC AND ECON GEOGR" 0.83
"EURE-REVISTA LATINOAMERICANA DE ESTUDIOS URBANO REGIONALES" 0.182 "SOC AND ECON GEOGR" 0.833
"IDS BULLETIN-INSTITUTE OF DEVELOPMENT STUDIES" 0.181 "SOC AND ECON GEOGR" 0.836
"INTERNATIONAL JOURNAL OF CLIMATE CHANGE STRATEGIES AND MANAGEMENT" 0.178 "SOC AND ECON GEOGR" 0.839
"DISP" 0.175 "SOC AND ECON GEOGR" 0.842
"INTERNATIONAL JOURNAL OF SHIPPING AND TRANSPORT LOGISTICS" 0.175 "SOC AND ECON GEOGR" 0.845
"REVISTA DE GEOGRAFIA NORTE GRANDE" 0.175 "SOC AND ECON GEOGR" 0.848
"SOCIAL SCIENCE JAPAN JOURNAL" 0.165 "SOC AND ECON GEOGR" 0.851
"ISLAND STUDIES JOURNAL" 0.164 "SOC AND ECON GEOGR" 0.854
"SOUTH AFRICAN GEOGRAPHICAL JOURNAL" 0.163 "SOC AND ECON GEOGR" 0.857
"CONTEMPORARY PACIFIC" 0.153 "SOC AND ECON GEOGR" 0.86
"SOCIAL DYNAMICS-A JOURNAL OF AFRICAN STUDIES" 0.15 "SOC AND ECON GEOGR" 0.863
"JOURNAL OF AUSTRALIAN STUDIES" 0.144 "SOC AND ECON GEOGR" 0.866
"JOURNAL OF SOUTH ASIAN DEVELOPMENT" 0.143 "SOC AND ECON GEOGR" 0.869
"GERMAN STUDIES REVIEW" 0.139 "SOC AND ECON GEOGR" 0.872
"INTERNATIONAL JOURNAL OF TRANSPORT ECONOMICS" 0.137 "SOC AND ECON GEOGR" 0.875
"CHINA-AN INTERNATIONAL JOURNAL" 0.132 "SOC AND ECON GEOGR" 0.878
"JOURNAL OF URBAN HISTORY" 0.129 "SOC AND ECON GEOGR" 0.881
"IMAGO MUNDI-THE INTERNATIONAL JOURNAL FOR THE HISTORY OF CARTOGRAPHY" 0.128 "SOC AND ECON GEOGR" 0.884
"ENERGY & ENVIRONMENT" 0.124 "SOC AND ECON GEOGR" 0.887
"ENVIRONMENTAL ETHICS" 0.118 "SOC AND ECON GEOGR" 0.89
"URBAN DESIGN INTERNATIONAL" 0.118 "SOC AND ECON GEOGR" 0.893
"ASIAN JOURNAL OF SOCIAL SCIENCE" 0.117 "SOC AND ECON GEOGR" 0.896
"IRANIAN STUDIES" 0.116 "SOC AND ECON GEOGR" 0.899
"JOURNAL OF ARCHITECTURAL AND PLANNING RESEARCH" 0.115 "SOC AND ECON GEOGR" 0.901
"GEOGRAFIE" 0.102 "SOC AND ECON GEOGR" 0.904
"JOURNAL OF PALESTINE STUDIES" 0.099 "SOC AND ECON GEOGR" 0.907
"KOREA OBSERVER" 0.095 "SOC AND ECON GEOGR" 0.91
"URBAN LAWYER" 0.092 "SOC AND ECON GEOGR" 0.913
"ISRAEL AFFAIRS" 0.09 "SOC AND ECON GEOGR" 0.916
"PACIFIC FOCUS" 0.085 "SOC AND ECON GEOGR" 0.919
"JOURNAL OF BALTIC STUDIES" 0.081 "SOC AND ECON GEOGR" 0.922
"REVUE DE GEOGRAPHIE ALPINE-JOURNAL OF ALPINE RESEARCH" 0.079 "SOC AND ECON GEOGR" 0.925
"SCRIPTA NOVA-REVISTA ELECTRONICA DE GEOGRAFIA Y CIENCIAS SOCIALES" 0.076 "SOC AND ECON GEOGR" 0.928
"BOLETIN DE LA ASOCIACION DE GEOGRAFOS ESPANOLES" 0.073 "SOC AND ECON GEOGR" 0.931
"AFRICAN AND ASIAN STUDIES" 0.072 "SOC AND ECON GEOGR" 0.934
"EUROPEAN REVIEW" 0.059 "SOC AND ECON GEOGR" 0.937
"PROBLEMY EKOROZWOJU" 0.059 "SOC AND ECON GEOGR" 0.94
"GEODETSKI VESTNIK" 0.035 "SOC AND ECON GEOGR" 0.943
"MITTEILUNGEN DER OSTERREICHISCHEN GEOGRAPHISCHEN GESELLSCHAFT" 0.025 "SOC AND ECON GEOGR" 0.946
"OPEN HOUSE INTERNATIONAL" 0.017 "SOC AND ECON GEOGR" 0.949
"BILIG" 0.011 "SOC AND ECON GEOGR" 0.952
"DIALOGUES IN HUMAN GEOGRAPHY" 0 "SOC AND ECON GEOGR" 0.955
"EMOTION SPACE AND SOCIETY" 0 "SOC AND ECON GEOGR" 0.958
"ENERGY RESEARCH & SOCIAL SCIENCE" 0 "SOC AND ECON GEOGR" 0.961
"ENVIRONMENTAL INNOVATION AND SOCIETAL TRANSITIONS" 0 "SOC AND ECON GEOGR" 0.964
"EUROPEAN TRANSPORT RESEARCH REVIEW" 0 "SOC AND ECON GEOGR" 0.967
"GEOGRAPHY COMPASS" 0 "SOC AND ECON GEOGR" 0.97
"CHINA INFORMATION" 0 "SOC AND ECON GEOGR" 0.973
"IMPACT ASSESSMENT AND PROJECT APPRAISAL" 0 "SOC AND ECON GEOGR" 0.976
"JOURNAL OF ASIAN AND AFRICAN STUDIES" 0 "SOC AND ECON GEOGR" 0.979
"JOURNAL OF TRANSPORT AND LAND USE" 0 "SOC AND ECON GEOGR" 0.982
"JOURNAL OF TRANSPORTATION SAFETY & SECURITY" 0 "SOC AND ECON GEOGR" 0.985
"LOCAL ENVIRONMENT" 0 "SOC AND ECON GEOGR" 0.988
"PLANNING THEORY & PRACTICE" 0 "SOC AND ECON GEOGR" 0.991
"RESEARCH IN TRANSPORTATION ECONOMICS" 0 "SOC AND ECON GEOGR" 0.994
"SUSTAINABILITY ACCOUNTING MANAGEMENT AND POLICY JOURNAL" 0 "SOC AND ECON GEOGR" 0.997
"WATER ALTERNATIVES-AN INTERDISCIPLINARY JOURNAL ON WATER POLITICS AND DEVELOPMENT" 0 "SOC AND ECON GEOGR" 1
"ECONOMETRICA" 11.44 "SOC" 0.002
"REVIEW OF ECONOMICS AND STATISTICS" 5.269 "SOC" 0.004
"ANNUAL REVIEW OF SOCIOLOGY" 5.181 "SOC" 0.006
"AMERICAN SOCIOLOGICAL REVIEW" 4.404 "SOC" 0.008
"JOURNAL OF BUSINESS & ECONOMIC STATISTICS" 3.961 "SOC" 0.01
"AMERICAN JOURNAL OF SOCIOLOGY" 3.473 "SOC" 0.011
"STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL" 2.938 "SOC" 0.013
"SOCIOLOGICAL METHODS & RESEARCH" 2.795 "SOC" 0.015
"JOURNAL OF APPLIED ECONOMETRICS" 2.786 "SOC" 0.017
"JOURNAL OF ECONOMETRICS" 2.601 "SOC" 0.019
"SOCIAL ISSUES AND POLICY REVIEW" 2.574 "SOC" 0.021
"SOCIOLOGICAL METHODOLOGY" 2.485 "SOC" 0.023
"MATHEMATICAL FINANCE" 2.427 "SOC" 0.025
"JAMA DERMATOLOGY" 2.423 "SOC" 0.027
"FINANCE AND STOCHASTICS" 2.385 "SOC" 0.029
"MULTIVARIATE BEHAVIORAL RESEARCH" 2.332 "SOC" 0.031
"ECONOMETRIC THEORY" 2.115 "SOC" 0.033
"JOURNAL OF INVESTIGATIVE DERMATOLOGY" 2.115 "SOC" 0.034
"QME-QUANTITATIVE MARKETING AND ECONOMICS" 2.111 "SOC" 0.036
"JOURNAL OF PEASANT STUDIES" 2.011 "SOC" 0.038
"ANNUAL REVIEW OF ANTHROPOLOGY" 2.004 "SOC" 0.04
"EVOLUTIONARY ANTHROPOLOGY" 2.004 "SOC" 0.042
"SOCIOLOGY OF EDUCATION" 1.961 "SOC" 0.044
"JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY" 1.923 "SOC" 0.046
"JOURNAL OF EDUCATIONAL AND BEHAVIORAL STATISTICS" 1.866 "SOC" 0.048
"SOCIO-ECONOMIC REVIEW" 1.856 "SOC" 0.05
"AMERICAN JOURNAL OF BIOETHICS" 1.849 "SOC" 0.052
"POPULATION AND DEVELOPMENT REVIEW" 1.846 "SOC" 0.054
"TRAUMA VIOLENCE & ABUSE" 1.827 "SOC" 0.055
"ECONOMETRICS JOURNAL" 1.789 "SOC" 0.057
"SOCIOLOGICAL THEORY" 1.777 "SOC" 0.059
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY" 1.771 "SOC" 0.061
"PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH" 1.749 "SOC" 0.063
"JOURNAL OF HEALTH AND SOCIAL BEHAVIOR" 1.743 "SOC" 0.065
"ECONOMETRIC REVIEWS" 1.599 "SOC" 0.067
"STATA JOURNAL" 1.599 "SOC" 0.069
"SOCIAL NETWORKS" 1.598 "SOC" 0.071
"SOCIAL FORCES" 1.591 "SOC" 0.073
"PIGMENT CELL & MELANOMA RESEARCH" 1.585 "SOC" 0.075
"BRITISH JOURNAL OF DERMATOLOGY" 1.582 "SOC" 0.076
"PSYCHOMETRIKA" 1.579 "SOC" 0.078
"JOURNAL OF CANCER SURVIVORSHIP" 1.561 "SOC" 0.08
"EUROPEAN SOCIOLOGICAL REVIEW" 1.547 "SOC" 0.082
"FUTURE OF CHILDREN" 1.54 "SOC" 0.084
"THEORY AND SOCIETY" 1.53 "SOC" 0.086
"JOURNAL OF ARCHAEOLOGICAL RESEARCH" 1.504 "SOC" 0.088
"POLITICS & SOCIETY" 1.471 "SOC" 0.09
"JOURNAL OF HUMAN EVOLUTION" 1.447 "SOC" 0.092
"SOCIAL PROBLEMS" 1.436 "SOC" 0.094
"CULTURAL ANTHROPOLOGY" 1.401 "SOC" 0.096
"GENDER & SOCIETY" 1.388 "SOC" 0.098
"INFORMATION COMMUNICATION & SOCIETY" 1.387 "SOC" 0.099
"PSYCHOLOGY OF WOMEN QUARTERLY" 1.36 "SOC" 0.101
"JOURNAL OF MATHEMATICAL PSYCHOLOGY" 1.352 "SOC" 0.103
"BRITISH JOURNAL OF SOCIOLOGY" 1.351 "SOC" 0.105
"OXFORD BULLETIN OF ECONOMICS AND STATISTICS" 1.35 "SOC" 0.107
"JOURNAL OF MARRIAGE AND FAMILY" 1.343 "SOC" 0.109
"JOURNAL OF SOCIAL ISSUES" 1.323 "SOC" 0.111
"JOURNAL OF ECONOMIC HISTORY" 1.301 "SOC" 0.113
"SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION" 1.297 "SOC" 0.115
"JOURNAL OF EUROPEAN SOCIAL POLICY" 1.292 "SOC" 0.117
"SIAM JOURNAL ON FINANCIAL MATHEMATICS" 1.292 "SOC" 0.119
"INTERNATIONAL POLITICAL SOCIOLOGY" 1.287 "SOC" 0.12
"CURRENT ANTHROPOLOGY" 1.283 "SOC" 0.122
"QUALITATIVE RESEARCH" 1.27 "SOC" 0.124
"CHILD MALTREATMENT" 1.255 "SOC" 0.126
"SURVEY RESEARCH METHODS" 1.22 "SOC" 0.128
"AMERICAN ETHNOLOGIST" 1.196 "SOC" 0.13
"WORK AND OCCUPATIONS" 1.191 "SOC" 0.132
"ACTA DERMATO-VENEREOLOGICA" 1.17 "SOC" 0.134
"JOURNAL OF WORLD PREHISTORY" 1.166 "SOC" 0.136
"EXPLORATIONS IN ECONOMIC HISTORY" 1.15 "SOC" 0.138
"JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY" 1.147 "SOC" 0.14
"PUBLIC CULTURE" 1.128 "SOC" 0.141
"HUMAN NATURE-AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE" 1.123 "SOC" 0.143
"ECONOMIC HISTORY REVIEW" 1.122 "SOC" 0.145
"BODY & SOCIETY" 1.106 "SOC" 0.147
"JOURNAL OF RESEARCH ON ADOLESCENCE" 1.097 "SOC" 0.149
"RISK ANALYSIS" 1.085 "SOC" 0.151
"ANNALS OF TOURISM RESEARCH" 1.067 "SOC" 0.153
"ANNUAL REVIEW OF LAW AND SOCIAL SCIENCE" 1.054 "SOC" 0.155
"JOURNAL OF DERMATOLOGICAL SCIENCE" 1.048 "SOC" 0.157
"SOCIAL SCIENCE RESEARCH" 1.048 "SOC" 0.159
"SCIENCE TECHNOLOGY & HUMAN VALUES" 1.038 "SOC" 0.161
"JOURNAL OF WOMENS HEALTH" 1.033 "SOC" 0.163
"PSYCHOLOGY OF VIOLENCE" 1.024 "SOC" 0.164
"ECONOMY AND SOCIETY" 1.023 "SOC" 0.166
"JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY" 1.018 "SOC" 0.168
"CHILD ABUSE & NEGLECT" 1.016 "SOC" 0.17
"EPJ DATA SCIENCE" 1.015 "SOC" 0.172
"EUROPEAN REVIEW OF ECONOMIC HISTORY" 1.005 "SOC" 0.174
"WOMENS HEALTH ISSUES" 1.002 "SOC" 0.176
"SOCIOLOGICAL REVIEW" 0.988 "SOC" 0.178
"RESEARCH IN SOCIAL STRATIFICATION AND MOBILITY" 0.952 "SOC" 0.18
"AMERICAN JOURNAL OF CLINICAL DERMATOLOGY" 0.947 "SOC" 0.182
"CLIOMETRICA" 0.945 "SOC" 0.184
"POETICS" 0.945 "SOC" 0.185
"SOCIAL POLITICS" 0.944 "SOC" 0.187
"JOURNAL OF FAMILY PSYCHOLOGY" 0.936 "SOC" 0.189
"WOUND REPAIR AND REGENERATION" 0.932 "SOC" 0.191
"ACTA SOCIOLOGICA" 0.914 "SOC" 0.193
"PARENTING-SCIENCE AND PRACTICE" 0.905 "SOC" 0.195
"FEMINIST THEORY" 0.894 "SOC" 0.197
"QUALITATIVE SOCIOLOGY" 0.888 "SOC" 0.199
"JOURNAL OF HEALTH POLITICS POLICY AND LAW" 0.881 "SOC" 0.201
"SOCIAL SERVICE REVIEW" 0.881 "SOC" 0.203
"LAW & SOCIETY REVIEW" 0.88 "SOC" 0.205
"LANGUAGE IN SOCIETY" 0.879 "SOC" 0.207
"MELANOMA RESEARCH" 0.876 "SOC" 0.208
"JOURNAL OF ANTHROPOLOGICAL SCIENCES" 0.875 "SOC" 0.21
"SOCIOLOGY OF HEALTH & ILLNESS" 0.868 "SOC" 0.212
"JOURNAL OF OFFICIAL STATISTICS" 0.862 "SOC" 0.214
"JOURNAL OF ETHNIC AND MIGRATION STUDIES" 0.858 "SOC" 0.216
"SURVEY METHODOLOGY" 0.856 "SOC" 0.218
"SEX ROLES" 0.854 "SOC" 0.22
"JOURNAL OF ARCHAEOLOGICAL SCIENCE" 0.846 "SOC" 0.222
"AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY" 0.844 "SOC" 0.224
"RURAL SOCIOLOGY" 0.843 "SOC" 0.226
"WORK EMPLOYMENT AND SOCIETY" 0.84 "SOC" 0.228
"POLITICS & GENDER" 0.839 "SOC" 0.229
"APPLIED PSYCHOLOGICAL MEASUREMENT" 0.837 "SOC" 0.231
"METHODOLOGY-EUROPEAN JOURNAL OF RESEARCH METHODS FOR THE BEHAVIORAL AND SOCIAL SCIENCES" 0.834 "SOC" 0.233
"ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES" 0.828 "SOC" 0.235
"AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY" 0.824 "SOC" 0.237
"CITY & COMMUNITY" 0.822 "SOC" 0.239
"SCANDINAVIAN ACTUARIAL JOURNAL" 0.819 "SOC" 0.241
"CULTURAL DIVERSITY & ETHNIC MINORITY PSYCHOLOGY" 0.817 "SOC" 0.243
"SIGNS" 0.807 "SOC" 0.245
"FEMINIST ECONOMICS" 0.799 "SOC" 0.247
"JOURNAL OF INTERPERSONAL VIOLENCE" 0.795 "SOC" 0.249
"BIODEMOGRAPHY AND SOCIAL BIOLOGY" 0.793 "SOC" 0.25
"FIELD METHODS" 0.789 "SOC" 0.252
"DU BOIS REVIEW-SOCIAL SCIENCE RESEARCH ON RACE" 0.788 "SOC" 0.254
"CHINESE SOCIOLOGICAL REVIEW" 0.786 "SOC" 0.256
"JOURNAL OF PRODUCTIVITY ANALYSIS" 0.769 "SOC" 0.258
"FAMILY PROCESS" 0.763 "SOC" 0.26
"DERMATOLOGIC CLINICS" 0.761 "SOC" 0.262
"JOURNAL OF SOCIAL POLICY" 0.761 "SOC" 0.264
"AMERICAN JOURNAL OF ORTHOPSYCHIATRY" 0.76 "SOC" 0.266
"SOCIETY AND MENTAL HEALTH" 0.758 "SOC" 0.268
"AGRICULTURE AND HUMAN VALUES" 0.749 "SOC" 0.27
"MEN AND MASCULINITIES" 0.747 "SOC" 0.272
"NONPROFIT AND VOLUNTARY SECTOR QUARTERLY" 0.747 "SOC" 0.273
"MEDICAL ANTHROPOLOGY QUARTERLY" 0.746 "SOC" 0.275
"SOCIAL MOVEMENT STUDIES" 0.746 "SOC" 0.277
"ETHNICITY & HEALTH" 0.745 "SOC" 0.279
"YOUTH & SOCIETY" 0.737 "SOC" 0.281
